hgnc_symbol	affy_hg_u133b
KAZN	
KAZN	229144_at
SMR3A	
TNFRSF6B	
	231603_at
STAP1	
ARFRP1	
OR6S1	
RNASE4	
ZNF532	225021_at
ZNF532	
RMDN3	
BNIP3P38	
TBCAP3	
ZNF730	
ATP10D	
EGILA	
	243155_at
RANBP20P	
SGO1-AS1	
EDDM3DP	
NKAIN2	
NKAIN2	242002_at
EDDM3A	
ZNF849P	
IPO5P1	227234_at
EDDM3B	
RERE-AS1	
ADI1P3	
CALHM6	229391_s_at
CALHM6	229390_at
LINC00606	
ZNF506	
ZNF506	238493_at
	237645_at
CHCHD2P6	
RNASE6	
ICMT-DT	
EEF1A1P17	
NCKAP5L	231865_at
NCKAP5L	
CLTRN	223784_at
TMEM244	
ATP6V0D2	
RNASE1	
ITIH1	
DHFRP6	
TNFRSF1B	
TARID	
RPL10	
	237709_at
BMP5	
RPL35AP16	
RNASE2	
ZNNT1	
SNX2	232049_at
SNX2	
RPA2P3	
HAPLN4	235420_at
HAPLN4	
TRPC6	
NACAP10	
RN7SL189P	
LINC02156	
	234573_at
SLC39A2	
FAM136FP	
LINC02566	
RPL34P34	
FAM83B	232202_at
GOLGA2P9	
DUX4L27	
KCNQ3	228579_at
KCNQ3	
FCF1P5	
RAB32	
ABI3	223615_at
COL10A1	
MIR6717	
DPY19L3-DT	232965_at
TPPP2	231140_at
TPPP2	
MTDHP3	240439_at
SHMT2	
UQCRFS1-DT	
ZNF725P	
HMGN2P17	
TMEM51-AS2	
ZNF728	
MOXD1	
MOXD1	243697_at
LINC01226	
	224547_at
VN1R83P	
LINC01532	
LINC01532	243060_at
ZNF444P1	
PRDX4P1	
NPM1P41	
SCAMP5	
UBE4B	
RNASE13	
PPBPP1	
BNIP3P37	
RNASE7	234699_at
RNASE7	234700_s_at
RPL36AP51	
TMPRSS11D	
RPS2P48	
C18orf32	224957_at
WFIKKN2	
WFIKKN2	241358_at
RNASE8	
TSHZ3	232634_at
TSHZ3	223392_s_at
TSHZ3	223393_s_at
TSHZ3	
ASCC3	
ASCC3	231269_at
SMC1A	239688_at
SMC1A	237936_at
SMC1A	
ARHGEF40	
ARHGEF40	227855_at
ARHGEF40	228511_s_at
ARHGEF40	241627_x_at
C10orf120	
MMD	
MMD	244523_at
TSHZ1	223283_s_at
TSHZ1	223282_at
TSHZ1	
DUX4L11	
SLC27A1	
SLC27A1	226728_at
BUB3	237245_at
BUB3	
APCDD1	225016_at
APCDD1	
APCDD1	240211_at
ZGPAT	
SLC9A6	
YAP1	
YAP1	224895_at
YAP1	224894_at
FAM86MP	
CCDC96	238682_at
ADH1B	
LINC02039	
UBE2Z	222395_s_at
UBE2Z	
UBE2Z	236107_at
RPL26P15	
NAPG	
NAPG	225448_at
OXSR1	
RPS20P9	
ETAA1	
PPIAP86	
SELENOTP2	
BASP1-AS1	
SOD1P3	
TRAPPC2P2	
PGAM1P13	
RPS4XP20	
LINC01603	
STK32A	
STK32A	229866_at
STK32A	239353_at
CENPP	242207_at
CENPP	
TOX	
ZFP36L2	
RPS20P10	
OGN	222722_at
OGN	
MTND4P25	
RPS15AP15	
RPL27P5	
USP21P2	
ASAP1	224796_at
ASAP1	224790_at
ASAP1	224791_at
ASAP1	236533_at
ASAP1	
PDCD2L	224467_s_at
PDCD2L	
LBH	
RPL5P33	
TMEM51-AS1	239120_at
TMEM51-AS1	238641_at
TMEM51-AS1	
SP6	228975_at
HOXB-AS1	237189_at
HOXB-AS1	244512_at
PLA2G5	
CYP4F23P	
CD207	
RPL32P32	
HOXB-AS4	
LINC01887	243721_at
LIME1	
COA3	
COA3	236998_at
PPP2R2C	223574_x_at
PPP2R2C	228140_s_at
PPP2R2C	228010_at
PPP2R2C	223573_s_at
PPP2R2C	
MIX23P1	
DNAAF10	235071_at
DNAAF10	
NDUFB8P2	
GRK5-IT1	
PMM2P1	
	236503_at
PPIAP58	
FANK1-AS1	
ASPN	224396_s_at
ASPN	
AK3P4	
LINC01533	
GNGT2	
GNGT2	235139_at
VTRNA2-1	
CTBP2	
KIAA0895LP1	
MIR6788	
HSPD1P18	
RHOBTB3	
RHOBTB3	225202_at
SOCS6	227542_at
SOCS6	
LINC01834	
PTPRU	
VN1R92P	
CHST8	
VENTXP7	
RNU6-120P	
EXOGP1	
GREB1L-DT	
ESCO1	235645_at
ESCO1	235216_at
ESCO1	226866_at
ESCO1	
	239262_at
SLC2A4RG	222650_s_at
SLC2A4RG	
UBTFL2	
MIR4670	
IPPK	222823_at
IPPK	
MEIS1-AS3	
RPL21P37	
KDM2A	
TRABD2A	227867_at
TRABD2A	
TRABD2A	231429_at
ZNF723	
ALDH1A2-AS1	
COPZ2	
COPZ2	235897_at
LINC02524	
ZNF219	222864_s_at
ZNF219	
PPP1R14C	226907_at
MYZAP	228568_at
MYZAP	
LINC02064	241945_at
LINC02064	
SNRPD1	
UGT2B28	
ABHD3	
RPLP0P6	
ST6GALNAC2P1	
FNDC1-IT1	
ZBTB46-AS2	
MTND5P27	
ZBTB46-AS1	
EVA1A	
EVA1A	227828_s_at
LINC02057	
SLC47A1P1	
DDX43P1	
KIF27	232514_at
KIF27	230815_at
KIF27	
MTND5P12	
TUBB4BP7	
HMGA1P2	
EYS	233996_x_at
EYS	
CKAP2P1	
RNU6-252P	
OR5AU1	
PACRGL	235259_at
PACRGL	235260_s_at
PACRGL	
PACRGL	235517_at
PACRGL	235554_x_at
CTNNA1	
H3P42	
SMARCE1P3	
MIR320C1	
DMKN	
DMKN	226926_at
LINC00641	240902_at
LINC00641	
	237837_at
KDSR	229850_at
KDSR	
SUPT16H	233827_s_at
SUPT16H	
BHLHE22	244323_at
BHLHE22	228636_at
ABCC3	
ABCC3	239217_x_at
ABCC3	230682_x_at
HNRNPLL	225385_s_at
HNRNPLL	236104_at
HNRNPLL	225386_s_at
HNRNPLL	
MAL2	
MAL2	224650_at
NDUFB9P3	
KCNB2	
BTF3P12	
FAM91A1	
FAM91A1	226294_x_at
FAM91A1	237045_at
YBX2P1	
CLUHP5	
C10orf88	222852_at
C10orf88	
RASL10A	
	243343_at
SNORD125	
ARMS2	
RFPL4AP6	
MIR4329	
RN7SL266P	
USP3-AS1	
RFPL1S	
ATF4P1	
FAM223B	
IKBKGP1	
OR3B1P	
RFPL1	
MID1IP1-AS1	
PNKDP1	
C9orf64	235940_at
C9orf64	223697_x_at
C9orf64	
RNA5SP514	
EDRF1	
STK26	224407_s_at
NEFH	
SNORD9	
ANG	
CHRNA5	
THOC5	
HNRNPK	240762_at
HNRNPK	200097_s_at
HNRNPK	
HMGB3P26	
VPS4B	
RPSAP5	
RPL10AP1	
TRMT61A-DT	
TRMT61A	
RNU7-160P	
RNU4-68P	
KLC1-AS1	
	239793_at
	244196_at
	226579_at
DCAF13P3	
XRCC3	
GLS2	
TMCC1P1	
IGDCC3	232037_at
IGDCC3	230960_at
IGDCC3	
C1GALT1P3	
SLA	
C3orf18	
HMGA1P7	
MTND6P25	
RPSAP42	
RFPL4B	
SERPINB5	
SLN	
RPS3AP23	
LINC01828	
ARHGAP42-AS1	
WDR61	
WDR61	232075_at
PNO1	242627_at
PNO1	242905_at
PNO1	
EFHC1	
EFHC1	225656_at
EFHC1	231026_at
EFHC1	238395_at
EXPH5	
ATP5MC1P6	
SMIM4	238207_at
SMIM4	229826_at
BCL2	
BCL2	244035_at
ZMYM6	227594_at
ZMYM6	227595_at
ZMYM6	
ADGRA3P1	
ZNF652P1	
TUSC2	
ANKRD62	
PPIAP64	
LINC02030	
AGKP2	
RAP2C	
PNPT1	225291_at
PNPT1	
RNF7P1	
PTPRG	
PTPRG	227126_at
PTPRG	244574_at
RNU6-324P	
SDHDP1	
PMM2P2	
	241943_at
	243721_at
PLP1	
LINC02300	
MIX23P3	
EIF4A1P12	
BTF3P2	
PPIAP56	
PDGFD	222860_s_at
PDGFD	
FOXG1-AS1	
CIDEA	
FTLP18	
GJB5	
FOXG1	
	229907_at
LINC02282	
DUX4L10	
LINC02281	
RPL15P13	
AGO4	222842_at
AGO4	227930_at
AGO4	
TCERG1L	231257_at
TGFB3	
LINC02715	
LINC02019	
MED28P5	
OSBPL9P3	
CUL5	
ZDHHC3	226171_at
ZDHHC3	236507_at
ZDHHC3	
RNU6-170P	
TUBB6	
GRK5	
TGFB3-AS1	
CRABP1	
RPL13P6	
LBHD2	
LINC00677	
CDCA8	
TNFAIP2	
UACA	236715_x_at
UACA	238868_at
UACA	223279_s_at
UACA	
TLE1P1	228284_at
AP1M2P1	
FRMD8P1	224271_x_at
ADD3-AS1	
	243308_at
CPLANE2	
NDUFB4P11	
NONO	200057_s_at
NONO	
PPIAP38	
TRAF6P1	
DUX4L12	
HMGB3P8	
RPL21P12	
EDRF1-DT	239483_at
EDRF1-DT	
GCSHP2	
LINC00605	
ATG16L2	225883_at
ATG16L2	
ATG16L2	229389_at
ZBTB8B	
RPL21P13	
RAP2CP1	
NIP7P1	
EIF5-DT	
PHACTR2P1	
RPL22	
EIF5	
EIF5	241843_at
STIMATE-MUSTN1	227078_at
STIMATE-MUSTN1	227127_at
STIMATE-MUSTN1	226856_at
WNT8B	
NIPSNAP1	
RPS26P35	
	233111_at
PREX2	228692_at
PREX2	233408_at
PREX2	
BUB1P1	
ZNF488	229901_at
ZMYND10-AS1	
SALL4P5	
RBM27	225326_at
RBM27	243295_at
RBM27	
ILF2P1	
ITGA3	
PDE12	231839_at
DUX4L22	
LRRTM4-AS1	
DCD	
DUX4L13	
RASSF1-AS1	240278_at
DLEC1P1	
ELOBP3	
RPS26P39	
CCDC172	
SIX2	
	242947_at
RNF207	242882_at
RNF207	
MIR7-1	200097_s_at
HNRNPK-AS1	
MLECP1	
SETBP1-DT	
MIR4319	
NF2	238618_at
NF2	
LINC01815	237668_at
RGS10	
PBRM1	223400_s_at
PBRM1	223238_s_at
PBRM1	224152_s_at
PBRM1	
SIX3	242054_s_at
	235477_at
TESK1	
C18orf15	
RPL19P1	
LDLRAD4-AS1	
CPXM1	227860_at
TPT1P11	
MIR5190	
TUBB8P4	
BTBD7P2	
MRPL35P3	
SLC35F6	225695_at
SLC35F6	
MIR3663HG	
SNX18	
SNX18	226683_at
MIR4526	
RPAP3	
NRG3	229233_at
FAM210A	230739_at
FAM210A	242149_at
FAM210A	235022_at
FAM210A	
SDK1-AS1	
UNCX	
LINC02810	
	223918_at
FTH1P1	
PAX7	
GET4	223811_s_at
GET4	224808_s_at
GET4	
	231360_at
C20orf141	231360_at
GTF2H2B	223758_s_at
GTF2H2B	
TMEM239	
IFITM3P9	
PCED1A	225505_s_at
PCED1A	
RN7SL362P	
RPL21P30	
RNMT	
POLE4	225844_at
POLE4	
VAX1	
UGT2B7	
MIR4667	
XRCC6P1	
RMRP	
EGR4	
INPP5F	230363_s_at
INPP5F	230362_at
INPP5F	
CCDC107	229063_s_at
EXTL1	
KRT126P	
SNORA28	241843_at
LINC02279	
FUNDC2P2	
MIR3173	
CLMN	225757_s_at
CLMN	225759_x_at
CLMN	
INTS1	
KRT76	
COLEC10	
LINC02619	237391_at
REG3G	231661_at
REG3G	
CASZ1	235605_at
CASZ1	230420_at
CASZ1	243386_at
CASZ1	
CASZ1	233863_at
MTND2P17	
GSX2	
GSX2	230338_x_at
	225655_at
CDK5P1	
MED23	223946_at
MED23	223947_s_at
MED23	242706_s_at
MED23	242707_at
MED23	
COMMD4	
MYC	
MYC	239931_at
ARHGEF39	230521_at
ARHGEF39	230522_s_at
ARHGEF39	231892_at
ARHGEF39	
RPS3P6	
GLYCAM1	
VPS16	
VPS16	240618_at
MTND5P4	
ETNK1-DT	
ZNF970P	
SSBL3P	
LINC02378	
ADH6	
GAPDHP44	
NF1P12	
LINC02448	
LINC02461	
CARS1P2	
MIR30DHG	229455_at
RN7SL22P	
	242989_at
	244354_at
TBC1D31	
TPM2	227397_at
TPM2	
CPNE8	
CPNE8	243727_at
CPNE8	228365_at
CPNE8	241706_at
REG1A	
PDCL2	237477_at
PPP2R1B	
HNRNPA3P7	
AGMAT	222930_s_at
LINC02292	
THG1L	
CEND1P1	
EMILIN2	242288_s_at
EMILIN2	224374_s_at
SMARCE1	236016_at
SMARCE1	
SMARCE1	229511_at
CHORDC1P4	
ADAMTS3	
TAF9BP2	
GEMIN6	
GEMIN6	230118_at
CWF19L1	233568_x_at
CWF19L1	229038_at
CWF19L1	
FAAP20	236498_s_at
FAAP20	236584_at
FAAP20	229113_s_at
FAAP20	
FAAP20	236499_at
SNRPCP4	
RADIL	223693_s_at
RADIL	
RNU7-25P	
MYL12A	
MYL12A	230733_at
LINC02280	
MIR4710	
SIVA1	
LINC01809	
SMIM7P1	
SEPTIN14P5	232953_at
LINC01126	
CLEC4F	
LINC02103	
GJD4	234116_at
MTCO1P24	
PELO	
TRUB1	226339_at
TRUB1	241606_s_at
TRUB1	235447_at
EIF2AK1	
RPL23AP59	
PANK3	
ADD3	
ASB3	224524_s_at
ASB3	
ASB3	232515_at
ZBTB42	
ZBTB42	229691_at
RNU4-22P	
JAKMIP2	
AQP5	
MANBAL	224689_at
MANBAL	
MYL12-AS1	
TNFAIP8L3	
MYL12B	
SLC9B2	
SLC9B2	229491_at
ZC3H14	
ZC3H14	243948_at
ZC3H14	242443_at
SOX5-AS1	
DNALI1	227081_at
DNALI1	
SCAMP2	224921_at
SCAMP2	
TCF15	
BCAS4	228787_s_at
BCAS4	
RPL22P16	
CELA1	224198_at
RRAGC	222514_at
RRAGC	
RRAGC	242531_at
RNU6-857P	
ZFAND2A	226650_at
ZFAND2A	
DSC3	244107_at
DSC3	
TLN1	
SPATA25	
DBNDD2	
RPL14P1	200074_s_at
HSPD1P4	
SPCS2P4	
GRIK3	230593_at
GRIK3	
LINC02840	
TFAMP2	
	244116_at
UNC93B2	
USP2-AS1	
PFKM	
ALG1L5P	
TBC1D32	232038_at
TBC1D32	
MIOS	
DSC1	
MTND5P13	
FTLP10	
MTND6P7	
LINC01217	
TMPRSS5	
DNMT3AP1	
TADA2B	
TADA2B	236248_x_at
TADA2B	226240_at
EPAS1	
PLA2G2D	
ATP5F1EP1	
SNUPN	
PARM1	225809_at
YRDC	222703_s_at
C20orf204	233355_at
OR7E59P	
TRIB3	
TACR3	
HNRNPFP1	
CD24P1	
GUCA2B	
DSG1	
GSTCD-AS1	
GSTCD-AS1	241126_at
PRKG2-AS1	
SRMS	234514_at
PER3P1	
CDS1	226185_at
CDS1	226187_at
CDS1	
MIR6852	
CREB3	
MEOX2	
DUSP15	234829_at
DUSP15	230402_at
DUSP15	
CAMKMT	
	242908_x_at
HSPA8P8	
WASHC5-AS1	
ZFPM2	
RNU6-167P	
PSMA8	240091_at
MIR6853	
GBA2	224627_at
GBA2	223921_s_at
GBA2	
PABPC1P7	
CPXM2	
CPXM2	236144_at
CPXM2	226824_at
FOXK1	230342_at
FOXK1	226715_at
FOXK1	
RAB11FIP5	
BANK1	
BANK1	222915_s_at
C7orf50	224478_s_at
C7orf50	
C7orf50	240900_at
C7orf50	240147_at
HSPA5P1	
LHFPL2	
RPA3P2	
TAAR6	
LINC02523	
RPSAP74	
FKBP1C	
PSMB2	200039_s_at
PSMB2	238425_at
LINC02237	
LINC02237	244283_x_at
PLN	228202_at
MAL2-AS1	
MAN1A1	
WDR72	227174_at
WDR72	236741_at
WDR72	238253_at
WDR72	
LINC01608	
ZHX3	
STK10	228394_at
STK10	
ANAPC1P2	230588_s_at
ANAPC1P2	231973_s_at
PPP4R1	
GPR158	232195_at
GPR158	
FTH1P26	
HIVEP2-DT	
GOPC	227215_at
GOPC	225022_at
GOPC	227214_at
GOPC	225023_at
ADD2	
ADD2	230988_at
ADD2	239530_at
ADD2	237336_at
TTYH3	224674_at
TTYH3	
CASP9	237451_x_at
CASP9	240437_at
CASP9	
IMPDH1P6	
SQLE	
RGP1	
DNMBP	
LAPTM4BP2	
PPIAP69	
MACROD2	235278_at
MACROD2	
MSMP	
SMARCC1	
PCBD2	
PCBD2	223712_at
	243996_at
SPAG8	
CDK19	
CDK19	235226_at
ACSL6-AS1	
MTMR12	225232_at
MTMR12	
ELMOD1	
ELMOD1	231930_at
LINC01299	
	237637_at
PPIAP31	
SDC2	
MMS19	
SCAPER	
DLGAP4	
DDI2	225780_at
DDI2	238519_at
DDI2	224449_at
DDI2	
HINT2	224415_s_at
ZFAND2A-DT	241847_at
CYP3A54P	
RAD17P1	
UQCRH	
MAP3K4-AS1	238623_at
DSCAML1	232059_at
DSCAML1	234908_s_at
DSCAML1	
	241090_at
FILNC1	
SUN1	230210_at
SUN1	
SUN1	223811_s_at
SUN1	224808_s_at
	224415_s_at
	240871_at
TMEM8B	
TMEM8B	229729_at
TMEM8B	228811_at
LMBRD1	
MIR3659HG	
NFATC1	
	231564_at
RPS29P6	
CRTAP	226656_at
CRTAP	227138_at
CRTAP	
SELENOWP1	
RAB40C	
RAB40C	227698_s_at
GPR199P	236246_x_at
PKHD1L1	230673_at
PKHD1L1	231181_at
PKHD1L1	242763_at
THRAP3	222439_s_at
THRAP3	222440_s_at
THRAP3	
	232049_at
HNRNPA1P12	
RPL35AP17	
TMPRSS11GP	
DPYSL3	
LINC02040	
RPEP4	
CABP7-DT	
CABP7	234796_at
CABP7	243173_at
IGBP1P5	
DDX3P3	
GPAT3	
GPAT3	224480_s_at
CNTN4	
CNTN4	237177_at
CNTN4	229084_at
ZMAT5	
TASL	
LZTS3	
CKS1BP6	
FTLP2	
GK-IT1	
GK-AS1	
TAB3-AS1	
TAB3-AS2	
PCYT1B	232553_at
PCYT1B	
MIR3677HG	
UQCR10	228142_at
TMEM74B	
FLYWCH2	226079_at
FLYWCH2	
FAM221B	240871_at
FAM221B	
PTPRA	
PTPRA	239419_at
CASTOR1	
CASTOR1	233528_s_at
CASTOR1	226613_at
	235142_at
NHLRC4	
OR13E1P	
NDUFA5P4	
HRCT1	235496_at
SPAAR	
HNRNPA1P56	
C4orf46P1	
H2BP7	
WFIKKN1	227698_s_at
WFIKKN1	
PCYT1B-AS1	
PGAM1P2	
OR2S2	
POLA1	
YBX1P10	
LNCARSR	
LNCARSR	237178_at
THAP6	
THAP6	227813_at
THAP6	235653_s_at
CHCHD2P9	
MLLT3	
RNU4-92P	
	237474_at
MPPE1P1	
LSM11	242112_at
LSM11	241599_at
LSM11	226819_at
LSM11	226826_at
TTC8	
TTC8	226120_at
FAM234A	
FAM234A	224749_at
EFCAB9	
AFF4	244628_at
AFF4	232864_s_at
AFF4	239439_at
AFF4	243487_at
AFF4	225229_at
AFF4	232865_at
AFF4	
KCMF1	
KCMF1	242887_at
KCMF1	240430_at
KCMF1	222471_s_at
	230920_at
C1orf122	225480_at
	233528_s_at
	226613_at
CHIC2	
GRHL2	
LINC01654	
EPHA10	243717_at
EPHA10	236073_at
EPHA10	
H3P38	
HYKK	236150_at
HYKK	224547_at
BCL11A	
BCL11A	222891_s_at
LINC01216	
CISD2	226686_at
CISD2	226689_at
CISD2	244275_at
MIR4473	
RNU4-26P	
MIR4474	
RPL7AP48	
FOCAD-AS1	
MIR491	
SNORA30B	
DNAJC17	
EXD3	
EXD3	241363_at
TBC1D10A	226133_s_at
TBC1D10A	
MTND5P5	
H2AZ1	
MARCKS	225897_at
HYAL2	
SMPDL3A	
HOXB8	
HOXB8	229667_s_at
RHPN1	228405_at
RHPN1	235998_at
LINC00671	
GAST	
FHL3	
ALG1L3P	
MRPL1	223154_at
MRPL1	
SCARNA23	
EEF1B2P3	
ARX	238878_at
ARX	
RAD21L1	
RAD21L1	234662_at
COX6B1P2	
NDUFS5P1	
HECA	
UTP18	
RPL7AP23	
PAFAH1B2P1	
RN7SL91P	
WASH6P	
WASH6P	233929_x_at
WASH6P	226340_x_at
WASH6P	225995_x_at
WASH6P	225035_x_at
PPP1R14BP5	
NPM1P36	
NACAP7	
	243040_at
SPATA12	237807_at
TRAPPC3L	232368_at
TRAPPC3L	
PRICKLE2-AS3	
OSTCP1	
ANKK1	
LINC00251	
SLC18B1	226301_at
SLC18B1	
KRT8P4	
ABHD5	
LACTB2	222714_s_at
ARHGEF17	
RHBDL2	
TMSB10	
PM20D2	225421_at
PM20D2	225431_x_at
MTCO3P23	
	232202_at
KMT5AP2	225094_at
ZFX-AS1	
PNRC1-DT	
MTATP8P2	
RPS26P58	
NOTO	
TBCK	226126_at
TBCK	
RPL7P29	
AFAP1L1	
AFAP1L1	226955_at
CYCSP55	
INF2	
INF2	222535_at
INF2	222534_s_at
INF2	224469_s_at
TNFRSF21	
DRD5P1	
RPL37P10	
RPL12P18	
LYARP1	
ARHGEF9	
LINC01293	
ZNF831	
ARC	
USP3	
USP3	226652_at
RPL12P19	
HMGB1P31	
INPP5B	
SUCLA2P2	
CBFA2T2	233243_at
CBFA2T2	
RPL32P4	
ENTPD8	
TRAM1	
PLGLB2	
SUMO2P17	
SMIM36	
ALDH8A1	
TBC1D3P1-DHX40P1	
	234058_at
MARCHF10-DT	
SF3A1	227516_at
SF3A1	
GPATCH11P1	
RPL26P13	
MRPL19	
MRPL19	238448_at
MRPL19	243013_at
MRPL19	232071_at
LINC01482	
CTDSPL	
RPL23AP74	
TUBD1	231853_at
TUBD1	
MIR7114	
PNPLA7	236135_at
PNPLA7	228383_at
PNPLA7	
LINC02732	
YIPF5	224953_at
YIPF5	224949_at
YIPF5	224934_at
YIPF5	
LINC02698	
SMARCE1P1	
FAM183A	
RNF169	226739_at
RNF169	
LY6D	
RNGTT	
LSM3P3	
ARL3	
PAIP2B	
ZMYM4	
NCOA2	
UVRAG	
FABP1	
SMAGP	
HPSE2	
HNRNPA1P13	
SEPHS2P1	
PGAM5P1	
RNF215	232933_at
RNF215	
RNF215	234461_at
EVA1A-AS	
MCC	226225_at
MCC	
ANKRD11P1	
	230588_s_at
	231973_s_at
	230120_s_at
HNRNPA1P57	
ZNF863P	
HOXC4	
MRPL41	227186_s_at
MRPL41	225425_s_at
NCAPH	
DPH7	225586_at
DPH7	
KRT125P	
KLF17P1	
OR5BK1P	
BTBD10P1	
ENO4	
RSL24D1P5	
SFMBT1	239054_at
SFMBT1	
RESF1	
RESF1	227152_at
IQCE	
ZNF236	
SEC14L2	
SEC14L2	240024_at
SEC14L2	230316_at
OIT3	230478_at
TG	
MTCYBP36	
OGFRL1	238469_at
OGFRL1	226810_at
OGFRL1	
	231483_at
KIF2B	223926_at
RPL32P16	
PPIAP19	
HOXB-AS3	239791_at
HOXB-AS3	236892_s_at
HOXB-AS3	240151_at
HOXB-AS3	236893_at
HOXB-AS3	230743_at
LINC02646	
BTF3P10	
KRT19P1	
IL22	222974_at
IL22	
MEMO1P2	
AXIN1	
FTH1P16	
MTCO3P31	
NHLRC2	235356_at
NHLRC2	244320_at
NHLRC2	
SPTLC1P3	
HNRNPA1P60	
ARAP1-AS2	
ARL6IP1P3	
RPSAP50	
RPS6KA2	
SMCO4	
PPIAP71	
CSNKA2IP	
PRDM6	236577_at
PRDM6	230311_s_at
PRDM6	
RPS6KB1	
RPS6KB1	226660_at
ZMYND19	227477_at
ZMYND19	
PROS2P	
AASDHPPT	
EMX2	
MAPKAPK3	
ACTL10	232619_at
TPM3P2	
PIGPP3	
CCDC112	235208_at
CCDC112	
RTKN2	
RTKN2	230469_at
ARRDC1	226405_s_at
ARRDC1	
TREHP1	
KRT8P39	
VTI1BP3	
GNAS	
GNAS	242816_at
GNAS	242975_s_at
GNAS	229274_at
GNAS	228173_at
P4HA3	
P4HA3	228703_at
LINC02400	243035_at
PDZRN4	
	224362_at
UTP11	
	237004_at
OPALIN	239575_at
EEF1A1P9	
PKD1	
PKD1	240376_s_at
PAPSS1	
	242386_x_at
MED21	
ACTN4P2	
C1orf216	
RPL10AP6	229563_s_at
RPL10AP6	200036_s_at
VGLL3	
VGLL3	227399_at
SETP5	
SPATA31C1	
SHMT1P1	
ACTL8	
SLCO6A1	
TRAPPC8	
RNU6-86P	
RPS10P3	
PHB1P12	
C9orf92	
RLF	
GBE1	
BNC2-AS1	
DOCK8-AS1	
DOCK8-AS2	
RPL12P25	
RNU6-1327P	
EIF1P1	
DMRT1	
CERS5	224951_at
CERS5	239491_at
CERS5	
	225905_s_at
	223172_s_at
MTCYBP7	
RNU6-564P	
MTFP1	
MTFP1	223172_s_at
PKDCC	225380_at
PKDCC	
DMRT3	231800_s_at
RPL17P17	
CFAP20DC-DT	
LINC01218	
C9orf129	
MTCO2P6	
HNRNPA3P8	
HMGB1P38	
TMEM123	
RNU6-829P	
CLSPN	
CLSPN	243840_at
CLSPN	242150_at
FAM120AOS	
FAM120AOS	230308_at
FAM120AOS	225395_s_at
FAM120AOS	239391_at
DOCK3	
LINC02264	238251_at
ZNF536	
ZNF536	239340_at
ZNF536	242715_at
RPL17P50	
CYP26C1-DT	
GAPDHP45	
LINC02641	
CA10	223550_s_at
CA10	
UGT2B4	
UGT2B4	231674_at
SEC14L3	
SEC14L3	240699_at
C10orf67-AS1	
FAF2P1	
EML4-AS1	
RPL34P19	
RPL12P46	
LINC00867	237385_at
LINC00867	
REG1B	
ZNF790	
ATP5PBP5	
CLNS1A	
CLNS1A	242492_at
PTCHD3P1	
ERLIN1	
FCHSD1	226698_at
FCHSD1	226699_at
FCHSD1	
MIR548AU	
TRAF1	235116_at
MRPL50P1	
ANAPC1P3	231973_s_at
ARHGEF9-IT1	
BTF3P8	
MIR1468	
TCF7L1	
ZCCHC18	
ZCCHC18	230224_at
PAGE5	236152_at
PAGE5	
COPS4	
TAF9P3	
	232616_at
RAB14	
EEF1A1P7	
RPS29P30	
WTIP	227411_at
WTIP	
GXYLT2	235371_at
GXYLT2	235733_at
GXYLT2	
GCH1	
GSTO2	227163_at
GSTO2	229155_at
GSTO2	
PJA1	
ICE2P2	
HEY2	222921_s_at
ID2B	
SERPINA15P	
CRLF3P3	
CCDC102B	
RPS2P17	
ABHD17C	
ABHD17C	225436_at
FZD6	
LGALS16	
HK2	
TMEM255A	
RN7SL181P	
ATP5MGP2	
GSN-AS1	
FBXL2	
ACNATP	
HMGB1P7	
TMED3	
TMED3	239115_at
TMED3	242928_at
TMED3	239613_at
THAP2	223588_at
THAP2	230380_at
THAP2	
OARD1	
OARD1	238860_at
MRPL50	225581_s_at
MRPL50	225580_at
MRPL50	243219_x_at
RNU6-576P	
MIR6078	
RNU6-163P	
SDC4P	
RNU6-889P	
MIR6072	
RNA5SP299	
SEC14L4	239492_at
SEC14L4	239327_at
RNU6-1095P	
RN7SL198P	
TMEM246-AS1	
RNA5SP300	
MIR548AK	
RNU6-1075P	
RNU2-18P	
PGAP4	224458_at
PGAP4	
RNU6-1212P	
RNA5SP303	
MIR511	
MTCYBP35	
MIR4293	
IL26	
MIR1265	
RNU6-1141P	
MTCYBP40	
RNU6ATAC39P	
MIR4480	
MIR4481	
MIR548Q	
SLC2A3P1	
RNU6-88P	
RN7SKP219	
PPIC	
RN7SKP37	
RNA5SP307	
RNA5SP306	
RNF20	222683_at
RNF20	
RNU6-413P	
RNA5SP304	
SUMO2P15	
RN7SKP132	
MIR604	
MIR938	
MIR4713HG	
RNU6-908P	
RNA5SP308	
CABYR	224279_s_at
CABYR	
IGHD4OR15-4A	
RPL7AP9	234254_at
RNU6-632P	
RN7SL825P	
RN7SKP220	
SLC38A2-AS1	
RNU7-22P	
RORA-AS2	
RN7SL398P	
MIR4683	
RNU6-795P	
RNU6-1170P	
LINC00927	
SLC16A7	
SLC16A7	241925_x_at
SLC16A7	241866_at
SLC16A7	230003_at
RNU6-885P	
MIR3156-1	
RNA5SP312	
MIR605	
MTND4LP31	
COL25A1-DT	
RNA5SP318	
ANKRD33B-AS1	
RN7SKP196	
	243197_at
LINC02503	
RNU6-543P	
SBSPON	235210_s_at
SBSPON	230661_at
SBSPON	235209_at
MIR3924	
MIR1296	
RNA5SP319	
DYNLL1P6	
GPATCH1	
