hgnc_symbol	affy_hg_u95b
CYCSP12	
DUX4L24	
EPM2AIP1	46807_at
EPM2AIP1	43970_at
EPM2AIP1	
HSPE1P28	
LDHAP5	
CDRT15L2	
FAM53B	
ZNF385D-AS2	
CAMSAP1	44369_at
CAMSAP1	52724_at
CAMSAP1	
LINC00620	
RAB9BP1	
HCFC1-AS1	
MIR3936HG	
TMEM187	
FBXL4	
EPS15L1	
EPS15L1	53351_at
PRADC1P1	
MRPS21P6	
LINC02681	
MIR3202-1	
MIR3202-2	
MIR718	
RNU6-934P	
LINC01980	
NANOGNBP3	
HMGN1P15	
RPL21P132	
RPL26P29	
XIAPP1	
FAM24B	
H3P18	
TIMM8A	
LINC01946	
RPS16P2	
MIR1539	
SNORD58C	
SNORD58A	
LINC01822	
SNORD58B	
NOS2P3	48918_at
SRP72P1	
LINC02837	
EGFLAM	
LIPG	
LIPG	46599_at
LIPG	56671_at
GEN1	
GJD3	
RPL36A	
FBXL20	51186_at
FBXL20	
R3HDM2P2	
UBE2J1	57081_at
PRLHR	
GRIP2	
RPS26P42	
BTBD16	55240_at
BTBD16	
CLCP2	
CSTF3	
CSTF3	43441_g_at
CSTF3	43440_at
CHAMP1	
CHAMP1	46269_at
RPL36A-HNRNPH2	
ARMC2	
HNRNPH2	
VSNL1	
PPIAP90	
LINC01054	
RPL23AP97	
OAT	
LINC00539	
LINC00539	43577_at
CCNQ	
CSNK2A1	
CYP7A1	
ZDHHC20	
	47990_at
DYM	
LINC00598	
LINC00598	50454_at
LINC00598	42086_at
LINC01616	
MTCO2P4	
COX20P1	
ADAM3A	
RPS13P4	
CKAP5	
LINC01985	
LINC01866	
MGMT	
LINC02923	
	55198_at
	45441_r_at
CRTC1P1	
GRM7-AS2	
RFC3P1	
PAICSP2	
HACE1	47428_r_at
HACE1	
COL5A1	
ZNF385D-AS1	
MRFAP1P1	47842_at
MRFAP1P1	
CYP1B1	
LINC00354	
SFXN2	
SFXN2	45596_at
KRT18P48	
SLC6A8	59419_f_at
SLC6A8	
UBE2E2	48087_at
UBE2E2	
UBE2E2	42082_at
LINC00391	
LINC00551	
DIP2A-IT1	
RNU6-396P	
	51018_at
ACOX3	
SRSF10P1	
SOX21-AS1	
RNU1-46P	
PLEKHM2	
MEX3C	54069_at
MEX3C	
LINC00571	
TEX26-AS1	
LDAH	
LDAH	46579_at
LINC01929	
RNA5SP459	
	59599_at
LINC01986	
STYK1	45425_at
STYK1	
DNAJC3-DT	
TUSC8	
PANX2	
TCF4	56847_at
TCF4	
TCF4	56764_at
TCF4	56694_at
RB1-DT	
OBI1-AS1	
LRRC3B-AS1	
KAT2B	
MTCYBP22	
HSPE1P10	
NUTF2P7	
RNU1-56P	
DTWD2	47892_r_at
DTWD2	
SOCS5P4	
SNX12	
SNX12	45797_at
TRABD	44686_at
MTG1	
MIR4500HG	
MIR4500HG	44919_at
BCAT1	43829_at
BCAT1	55251_at
BCAT1	54904_at
BCAT1	
MIEN1	
CBX3P3	
TMEM251P1	
LINC02216	
LINC01055	
BCL9P1	
TPTE2P1	
KLHL3	51950_at
KLHL3	46757_at
KLHL3	
UBAC2-AS1	42731_at
UBAC2-AS1	
FBXO47	
FOXO4	46743_s_at
FOXO4	
TPT1-AS1	
CMC1	44653_at
CMC1	51198_at
CMC1	
CXorf65	51878_at
CXorf65	
MATN3	
	51878_at
FKBP10	
FRG2B	
GJB1	
HSPA8P18	
IKZF5	44158_at
IKZF5	44516_at
IKZF5	46061_at
IKZF5	
THRAP3P1	
CA6	
HS1BP3	
HS1BP3	45125_at
RDH10-AS1	
MIR98	
MIRLET7F2	
TRABD-AS1	
RLIM	57428_at
RLIM	58275_at
SELENOO-AS1	
TUBGCP6	
RPL12P27	
ATP2B2	
RAD54B	
WBP1L	
ITGA2-AS1	
NCOA7-AS1	
PABPC1P3	
KATNBL1P4	
LYPLA1P3	
RNU6-330P	
TENT5A	
TENT5A	48080_at
NEXMIF	
TSSK1B	
SLC25A18P1	
DUX4L28	
ASS1P9	
BCCIP	57852_at
BCCIP	
GUSBP19	
PA2G4P5	
RAP1BP3	
RPSAP61	
RN7SL291P	
RPL23AP48	
LINC02214	
SLC25A6P6	
DUSP21	59288_at
ATAD2B	
FAM135A-AS1	
MTND3P19	
DIPK2B	
BVES	45692_at
BVES	
EPB41L4A	42294_g_at
EPB41L4A	42293_at
EPB41L4A	
AP1G2-AS1	
	45891_at
SLC6A4	53297_r_at
SLC6A4	
DLEU2	
RPL22P3	
NMNAT1	
NMNAT1	54414_at
NMNAT1	51857_at
LINC00891	
KLRK1	
CT45A11P	
	49627_at
GAPDHP67	
E2F6P4	
KRT18P49	
FRMPD3-AS1	
PRPS1	
UBR5	45514_at
UBR5	
HDAC10	51132_at
HDAC10	
MTATP6P1	
MFFP1	
ULK3	45356_g_at
ULK3	45355_at
ULK3	
	54414_at
	51857_at
LINC02501	
PGAM1P11	
BTF3L4P3	
RPL22P13	
NTAN1P1	
CCDC27	
INPP5A	
FAM229B	46324_at
CENPC	
SOGA3	
SUGT1-DT	
FGF14-AS2	
SLC25A5P2	
SLC25A39P2	
CHD5	
RPL37P11	
HIGD1AP8	
LINC00621	
PCCA-DT	
SRBD1	
STK38L	
CNTF	
MIPEPP3	
LRP4	
SMIM2-AS1	
AR	43436_g_at
AR	52851_at
AR	43435_at
AR	52853_g_at
AR	
GZMAP1	
FAM184A	59663_at
FAM184A	52787_at
FAM184A	43558_at
FAM184A	
FGF10-AS1	
LINC00458	
TRIM36-IT1	
MSNP1	
CKAP2-DT	
LINC00545	
NDFIP2-AS1	
LINC01068	
RAD50	
NDFIP2	53740_at
NDFIP2	
CISD1P1	
SLC15A5	
CAPN13	
LINC00905	
	46273_at
RORB	49321_at
RORB	49320_at
RORB	
GYS2	
LINC01153	
TRAJ38	
CHST15	
CHST15	55900_at
SCGB2A2	
TCL1A	
PCDH19	
METTL8P1	
LINC02353	
PTPN3	
PTPN3	43997_at
LINC01913	55554_at
LINC01913	
TBC1D3P5	
BTF3P6	
MTCO3P28	
METTL15	
TECRL	
SON	
LINC01841	
PLVAP	
MGST1	
LTBP1	
DOCK9-AS1	
MSL1	46240_at
MSL1	
RPL7L1P12	
RNU6-83P	
DOCK9-DT	
RPS6P23	
GAPDHP22	
DOCK9	
DOCK9	55976_at
BMP15	
TXNP1	
GAGE2E	
ARL5AP2	
OR7A15P	
CASP14	
LINC00474	52236_at
DISP3	
TACC2	
MELK	
LINC02483	
SNX18P24	
BDNF	
GAGE12B	
VDAC1P2	
SALL1P1	
PAGE1	
ANKLE1	
RPS27P22	
RPL21P44	
CLEC6A	
EXOC5P1	
LINC02360	
PAGE4	
LDHAP1	
SRIP1	
THAP12P9	
	49707_f_at
CDRT15P2	
RARA-AS1	57682_at
UGT2B24P	
DPPA3	
MIR2114	
XRCC6P2	
RPS23P3	
RPL7P56	
RANP4	
	53677_at
RAB28P5	
RARA	
FIP1L1	
FIP1L1	43072_s_at
FIP1L1	58459_s_at
GNAI2P1	
RBMX	53677_at
RBMX	
EEF1A1P16	
LDLRAD3	
SUPT4H1P2	
TIMM17BP1	
SLCO1B7	
PATL1-DT	
CTBP2P6	
LRRC34P1	
MRPL16	45798_at
MRPL16	
LINC02406	42230_at
KNOP1P1	
SYT10	
OR5L1	
CCDC86	
CSPG4	
NPM1P35	
LGR4-AS1	
RPL22P23	
MAN2A1-DT	
SRRM1P3	
GPR101	
LINC01033	
TCEAL3-AS1	
TCEAL1	
LINC00301	
CNEP1R1P1	
C15orf39	
C15orf39	51625_at
PCBP2P3	
EPS8	
LINC02865	
RPSAP37	
MORF4L2	
MORF4L2	43580_at
RPEP1	
VTA1	59149_at
VTA1	
MTCO2P24	
OR1AB1P	
AP3S1	
OR10B1P	
MS4A10	
RFXANK	
ATP5MGP8	
NEU3	
LIPC	
MIR6501	
DONSON	
DONSON	48549_at
FCF1P10	
NT5DC1	43460_at
NT5DC1	43461_g_at
NT5DC1	
GRM7-AS3	
TMEM51	
LIN7C	
MORF4L2-AS1	
TMEM31	56057_at
XYLB	
ARRDC3	
SLC25A53	
PLP2	
TESMIN	
WASH9P	
TPD52L1	
PRICKLE3	
LIMCH1	
TTLL10	
SNORD3B-2	
CCR7	
SLC25A46	
SLC25A46	50273_at
KRT8P34	
SYT12	57612_r_at
SYT12	57610_s_at
SYT12	
COX6CP11	
ALKBH1	48915_at
ALKBH1	
SYP-AS1	
EYA1	
CACNA1F	
STOML1	
FBXO42	47773_at
FBXO42	
RPL21P10	
ZMYND19P1	
SLIRP	
ALDH4A1	
CAPN14	
SLC25A1P1	
MAPK12	51132_at
MAPK12	
CSNK1A1P3	
PSMA2P1	
MUC15	43536_at
MUC15	44236_r_at
MUC15	47072_at
MUC15	
LMNB1-DT	
RPL37P25	
CCT7P2	
LINC01848	
SEPTIN7P10	
LMNB1	
ADCK1	53883_at
ADCK1	
RPL36AP14	
IL10RB	
OR10H4	
	46493_at
PLEKHB1	
SLC52A3	
MSH2	
GTPBP3	
ARFGEF2	51179_at
ARFGEF2	
INIP	46814_at
INIP	48925_r_at
INIP	
RERE	
ETV4	
CNTN6	
AP4E1	
AP4E1	45134_at
LINC02914	
NREP	
NREP	50842_at
TMEM151B	
SNRPGP1	
SAV1	42428_r_at
SAV1	42427_i_at
SAV1	
RPL32P15	
RPL21P66	
PSMC1P8	
ADGRF1	55970_at
ADGRF1	
RN7SL452P	
ZFP64P1	
	48321_at
EHMT1	52640_at
EHMT1	
EHMT1	42638_at
PRICKLE1	54071_at
PRICKLE1	
PYGL	
PYGL	41910_at
MAPK11	
TTC3-AS1	
DSCR9	
RN7SL678P	
VPS26C	
VPS26C	47695_at
HSPB1P2	
CCDC22	
TRMT11	
TTC3	
LINC02568	
FAM210B	
	46832_at
MYRIP	
AURKA	
ATP8B4	
ABHD12B	
C22orf39	
C22orf39	49719_at
C22orf39	47438_at
PPP1R3F	
TILRLS	
LINC02242	
EPB41L4A-DT	56767_at
ZNF182	
IL9	
MEI1	
KCNK17	
PNMT	
ANO8	
ZNF630	
CLCN6	
LASP1	
MIR583HG	
TGFBI	
TGFBI	43683_at
COL21A1	
DLST	
DLST	45545_at
GDF7	
BNIP3P18	
SREBF2-AS1	
XDH	
	44486_at
SREBF2	
PARP11	
PARP11	54441_at
	45339_at
LINC02720	
CDK5R1	55644_at
CDK5R1	
ZNF630-AS1	
SSX6P	
FAM32A	
UBTFL10	
MSANTD3P1	
FGF3	
ZSWIM5P2	
RNU6-707P	
SSXP3	
S100A11P5	
RNA5SP503	
S100A11P7	
S100A11P6	
TRIM53BP	
OR2AT2P	
CSTF2	
NPM1P50	
LINC02748	
MS4A19P	
VAV2	52054_at
VAV2	
GSDMA	
GOLGA6GP	
POLD3	
BABAM1	46226_at
BABAM1	46227_at
BABAM1	
MAP1A	
TUFMP1	
LINC00672	
CELA2A	
	51661_at
CRACR2A	
ORMDL3	
LIPC-AS1	
LOXL1	
FTH1P6	
ITGB2	
SATL1	
PRKCE	
PRKCE	59772_at
RPS6KL1	46641_at
RPS6KL1	
BHMT2	58430_at
BHMT2	45703_at
BHMT2	
IGDCC4	57893_at
IGDCC4	
CELA2B	
UBQLN2	44866_s_at
UBQLN2	51353_at
SLITRK2	
GTF2IP6	
HSPA8P5	
MRPS18CP4	
P3H4	
PRRG1	
MIR33A	
TNFRSF13C	
MIR378I	
RERG	42962_at
RERG	
CENPM	45676_at
CENPM	
DNAJC5B	
SMIM32	
EDIL3	
NDUFB10P1	
LINC02204	
RER1	
RFTN1	
PRPS2	
BTF3P1	
TUBB8P5	
PTDSS1	
PGF	
KLRK1-AS1	
PHAX	51866_at
PHAX	
DERA	45724_at
DERA	
LMAN1L	
LHCGR	
TNS4	
NIM1K	
SMIM45	
WBP2NL	
TMEM250	55608_at
TMEM250	
TAF1D	
ATRX	
SETX	
KRT18P45	
COPRS	46304_at
COPRS	43462_s_at
LINC01340	
LINC02161	
RNF138P1	
MTND6P22	
RIOK2	43998_at
RIOK2	
EIF2B2	
SLC25A5P1	
NAGA	
MTND5P40	
GPATCH8	47199_at
GPATCH8	
MNS1	
LINC01884	
LINC01318	
LINC00211	
ZFYVE9P2	
RPL11P1	
KCNG3	
LINC02468	
NPM1P52	
REXO1L9P	
PTGES	
RPL30P10	
TNFRSF11B	
MLH3	
GJA1P1	
TAF11L14	
GALK2	
RMDN2-AS1	
TSSK6	
	47243_at
TTF1	
CMTM8	
NDUFA13	45339_at
IRX1	56910_at
STRN	53132_at
STRN	
CSTF1	
SRSF6P2	
USP32P3	45403_f_at
USP32P3	
RPS27AP11	
PRR16	
LINC02880	
CHCHD4	
GUSBP16	
AOC3	
TPT1P5	
RPS26P6	
ERRFI1-DT	
LECT2	
HBS1L	
SUMO2P18	
PHETA2	51091_at
PHETA2	
NASPP1	
SDCBPP2	
NCAN	
NCAN	42903_at
LINC02247	
BRD3OS	55021_at
BRD3OS	
GRM7	
LINC02847	
SDR16C6P	
SNORD13P1	
CCDC134	
VPS13D	
LINC01288	
PICALM	
SNAI2	
LINC02661	
NPAP1P4	
LIX1-AS1	
HABP2	
RALGPS1	
FAM83G	43982_at
FAM83G	
TICAM2-AS1	
CENPA	
RNU7-167P	
HMGXB4	
RPS12P15	
CDH6	57421_at
CDH6	
MTBP	
PCED1B	
RPL39P	
RTF2	56709_at
RTF2	45259_at
RTF2	
SUGP1	
RPS27P18	
KCNK18	
NT5C3B	43834_s_at
NT5C3B	
NKX1-2	48479_at
LHPP	
LHPP	49423_at
B4GALNT3	47639_at
B4GALNT3	
RNU6-689P	
DBIL5P2	
ACYP1	
FBXL12P1	
MEIS1-AS2	
HOMER1	57675_at
HOMER1	
EFEMP1	
RPL31P41	
LINC01609	
ZC2HC1C	51755_at
ZC2HC1C	
DHX32	
RPSAP48	
MTERF3	
HIF1AP1	
LINC01547	
TMED10	
LINC02386	
MIR3909	
MIR6069	
MCM5	
MCM5	46492_at
SLC38A4	
KRTAP26-1	
KRTAP27-1	
KRTAP13-6P	
KRTAP13-2	46083_at
MIR4327	
KRTAP13-1	
COX6CP10	
KRTAP13-5P	
KRTAP15-1	
RNU4ATAC14P	
KRTAP19-1	55811_at
KRTAP19-2	
SERPINA4	
TEX36-AS1	
KRTAP19-3	
FGD5	
FGD5	48079_at
FGD5	48078_at
KRTAP19-4	
KRTAP19-5	
HTRA1	48727_at
KRTAP19-9P	
KRTAP19-10P	
KRTAP19-11P	
H3P23	
KRTAP19-6	
KRTAP19-7	
KRTAP22-2	
KRTAP6-3	
FSTL4	
KRTAP22-1	
KRTAP20-1	
KRTAP20-4	
KRTAP20-2	
KRTAP20-3	
KRTAP21-3	
KRTAP21-4P	
KRTAP21-2	
KRTAP21-1	
KRTAP23-1	
KRTAP13-3	
RNU6-426P	
VDAC2P1	
RPS26P5	
SNORD74B	
CAMSAP1-DT	
MIR99A	
MIRLET7C	
MIR125B2	
RNU1-98P	
MVB12B	52975_at
MVB12B	45580_s_at
MVB12B	
MVB12B	43861_at
TIAM1	
PPIAP85	
DSCC1	
SERPINA5	
EGLN3P1	
ETFBKMT	
FAM209A	
REXO1L2P	
MRPL13	45783_at
MRPL13	
FAM209B	
LINC02147	
CASS4	
EGFLAM-AS4	
LSM6P2	
LINC01455	
FCN2	
THBS4	
AMN1	57577_at
AMN1	
FSHR	
LINC01613	
CHRNA3	
SNX30-DT	
BORCS8-MEF2B	
NDUFAF5	
PAPPA	45332_r_at
PAPPA	
	55196_at
RRAGB	
	48523_at
GUSBP14	
MTND1P5	
MKI67	
HMOX1	
CCN3	
SERPINA3	
NNT	
NNT	56726_r_at
NRBF2P4	
LINC01414	
TNPO1P3	
GALNT12	45632_at
GALNT12	
G6PC1	
SUMO2P20	
VSIG1	
TMEM74	
TMEM74	42238_at
FBXO32	46671_at
FBXO32	54028_at
FBXO32	
FBXO32	48954_at
KIAA0930	
RPS13P3	
RPSAP4	
EHD3	55107_at
EHD3	55491_at
RPL15P2	
ADIPOR1P2	
SERPINA13P	
TSPAN7	
CNIH1	46130_at
CNIH1	
STARD3	
RASAL3	
ZNFX1	49903_at
ZNFX1	
EIF4A1P3	
PDZD8	
ACTG1P19	
WDR5-DT	
MYO9A	42016_at
MYO9A	49158_at
MYO9A	48498_at
MYO9A	
BAG1	
BAG1	47643_at
PAPOLG	59527_at
PAPOLG	
PAPOLG	46759_at
KLRA1P	
DUX4L14	
FAM24A	42510_at
TEX36	
MRPL15	
HMGB3P12	
LINC02674	
TCERG1L-AS1	
UBE2E2-DT	
CFP	
EEF1AKMT2	
PDCD6IP	44185_at
PDCD6IP	54133_at
PDCD6IP	
GMFB	
	44377_at
NANOGNB	
ZFAS1	
LINC02758	
XIAPP2	
SGSM1	
SH3BGR	
FCHSD2	43810_at
FCHSD2	
STRAP	
TM9SF3	46307_at
TM9SF3	56452_at
TM9SF3	
OLFML2A	
DDX3X	
SBF1P1	
DEPTOR-AS1	
ZNF572	
RPL31P33	
LIN28B	
LIN28B	43454_at
LYPLA1	
C19orf44	51595_at
C19orf44	
KRT18P9	
KRT18P24	
FABP7	
SPATA31B1P	
RFC5P1	
SKA2P1	
CDC20P1	
SAMD4A	
CAVIN4	
LINC01509	
HINT3	
LINC02575	
GATD3	
YAP1P3	
KRT18P50	
EEF1A1P42	
LINC02955	
IFNWP15	
SEPTIN7P7	
SNORD12C	
CALHM6-AS1	
IL9RP1	
SNORD12B	
MTND2P8	
SNORD12	
PARD6B	52525_r_at
PARD6B	
RRAGD	42986_at
RRAGD	43961_s_at
RRAGD	
CHMP5	44853_s_at
CRB3P1	
NBPF21P	
LINC01797	
PGAM1P6	
PRKCE-AS1	
TMSB4XP6	
PSMD10P1	
ADNP-AS1	45007_at
LINC01824	
MOCS3	46988_r_at
MOCS3	46987_i_at
RPL12P12	
CCDC184	56133_at
NAA20	
RPL7P12	
IFITM3P6	
LINC01883	
ENDOU	
NDUFAB1P1	
OR4F8BP	
GABBR2	
VN1R80P	
CYP4F22	
CRNKL1	
HADHB	
EPB41L2	
ZDHHC16	54920_at
ZDHHC16	43365_s_at
ZDHHC16	
RPL7AP74	
LINC01267	
HTR6	
LINC00477	
H3-5	
SUMF1	
SUMF1	52973_at
GUCD1	46719_at
GUCD1	
RPL10P17	
RBP7	
RNU6ATAC9P	
MIR4308	
FDPSP3	
YJEFN3	
WDHD1	
GPR157	
ZBTB40	
F2	
INTS13	56315_at
INTS13	
KRTAP13-4	
KRTAP6-2	
KRTAP6-1	
CAPN3	52000_g_at
CAPN3	51999_at
CAPN3	
KRT16P3	
AMOTL1	
MEOX1	
ENO1-AS1	
MICOS10-NBL1	
DDX10P2	
HOMER3-AS1	
RPS19P6	
NFYCP2	
RNA5SP279	
MIR4665	
RNU6-1073P	
MIR101-2	
RNU2-47P	
RN7SL98P	
RNU6-246P	
RN7SL123P	
SCARNA8	
RNU6-264P	
MTDHP2	
RNU6-319P	
BNIP3P19	
RN7SL720P	
RNU6-14P	
RN7SKP120	
RN7SL25P	
RN7SL849P	
RMRPP5	
RNU4ATAC15P	
MIR4475	
MIR4540	
MIR4476	
USHBP1	54587_at
USHBP1	
SPRYD3	
	50700_g_at
	50696_at
DHX8	
DHX8	43074_at
RNU6-677P	
RNA5SP530	
CNN2P6	
RN7SL565P	
MIR4477A	
RN7SL343P	
RNA5SP283	
RN7SL462P	
MTND4LP18	
RNU6-1293P	
RNU2-5P	
RN7SL570P	
RNA5SP285	
OR7E13P	
RNA5SP286	
RN7SKP47	
RNU6-445P	
RN7SL422P	
RN7SKP59	
RNU6-1303P	
RN7SKP242	
RNU4-15P	
RNU2-36P	
RNU4-29P	
NPHP4	
H3P34	
RN7SKP264	
RNU6-1228P	
MIR4290	
MIR3910-1	
TRIM77	
MIR3910-2	
MIR4291	
MIR4289	
RNU6-1160P	
RN7SKP87	
RNU6-996P	
RNU6-329P	
RNU6-492P	
RNA5SP291	
RN7SL659P	
RNU6-1064P	
MIR7702	
RNU6-855P	
RNA5SP293	
MIR3927	
RNU6-432P	
RNY4P18	
RNA5SP294	
OR7E2P	
RN7SL57P	
RNA5SP295	
RN7SL430P	
RBMS3	
RBMS3	57640_at
MIR147A	
RNU6-710P	
RNU4-82P	
RN7SL302P	
RNU6-1039P	
MIR455	
MIR181A2	
MIR181B2	
CEP295	
NRON	
CACNG2	
RN7SL30P	
MIR3689F	
RNU5D-2P	
RNU6ATAC	
MIR4669	
MIR3689A	
MIR3689C	
MIR3689D1	
MIR3689D2	
RN7SL328P	
MIR3689B	
MIR3689E	
MIR602	
RNU6-785P	
RIN2	
RIN2	46454_at
LINC02402	
RPSAP13	
SLC5A4	
SMOC1	
SLC2A8	42601_at
SLC2A8	48054_at
SLC2A8	
DBX2-AS1	
SLC34A2	
SLC34A2	48048_at
RERG-IT1	
	42013_at
ASB8	50214_at
ASB8	
RNF24	47155_at
RNF24	
LARGE1	
ZNF486	
FER1L6-AS1	
CASC11	
HEATR4	
TCF7	
MRPS36P3	
ZNF682	
MATN2	
FTLP3	
RPL21P2	
MAML2	
NSFL1C	
DISC1FP1	
CBX3P7	
FEZ2	
MTMR12P1	
MIR4300HG	
FRMD6	
PHF5CP	
CHERP	
MESTP3	
RSF1-IT2	
AQP11	
RPS26P24	
ZNF876P	
UBE2L2	
PAXBP1-AS1	
PPP1R1A	
ARAP1-AS1	
HPRT1P3	
DDI1	49041_at
HAP1	
LINC02940	
LINC02553	
ITGB2-AS1	54568_at
ITGB2-AS1	
TYR	
ICOSLG	
STMN1P1	
TMEM117	
TMEM117	45205_at
LINC01714	
OSBPL9P2	
RUNX3-AS1	
	50446_at
LINC02380	
HSPD1P13	
IFNAR1	48583_at
IFNAR1	
MMP8	
MT1XP1	
ZBTB12BP	
SULT1B1	
CLIC4	
SMTN	
SCAND1	
HCK	
MED1	44549_at
MED1	56136_at
MED1	
TEX49	
ARHGEF19-AS1	
DYNLL1P3	
SLC2A13	47159_at
SLC2A13	
SRGAP3-AS1	
SZRD1	
SLC22A13	
OCIAD1-AS1	
SMIM14	45607_at
SMIM14	
HNRNPCP8	
LINC02719	
ZNF79	
LINC01690	
LINC03020	
IFNAR2	
OR10A7	
FBXO43	58832_at
FBXO43	
TMTC1	48063_at
TMTC1	52362_at
TMTC1	42724_at
TMTC1	
ATP5MJ	
ANKRD17-DT	
RPL12	
ZNF714	
ZNF714	44518_r_at
SNX18P25	
SDCBP	
KCTD8	
HMGB1P44	
MTND3P5	
MTND6P16	
HNRNPA1P67	
LINC02261	
HMGN1P17	
PDIK1L	
PDIK1L	44539_at
SDAD1	
LINC01339	
VN1R79P	
CTNNA1-AS1	
VN1R82P	
BNIP3P10	
ATG10-AS1	
RBBP4P6	
NECAP2	45727_at
NECAP2	45370_s_at
NECAP2	
NECAP2	44786_at
NECAP2	42300_at
CILP2	
HMGCS1	54968_at
HMGCS1	
VDAC2P5	
VDAC1P13	
DHRS2	
SFXN4	57887_at
SFXN4	
SNORA65	
IGFBP4	
SLC3A1	
NIBAN2	
RPS12P5	
PBX4	
RPL9P30	
TPRXL	
TMIGD1	
IGSF21-AS1	
MICOS10-DT	
C12orf40	
PPIAP34	
LAPTM5	
CRTC1	
MAP1B	
BECN1	
LRRN1	56912_at
LRRN1	
NPC2	
SLC30A2	
NANOG	
NANOG	48273_at
RPL23AP38	
RHBDF1P1	
VENTXP4	
CFAP300	49081_at
CFAP300	
RPS24P8	
H3P11	
KCNH8	
LINC02667	
DUX4L20	
MMP21	
PHACTR4	
PHACTR4	43387_s_at
SLC38A1	46977_at
SLC38A1	45262_at
SLC38A1	
MMP27	47261_at
PPP2R2D	
ARHGAP8	
DDX27	46595_at
DDX27	
GNAI2	
ASS1P13	
KBTBD3	42264_r_at
KBTBD3	
ZNF93	
LINC02224	
TH2LCRR	
SNW1	
PTRH1	
PTRH1	46668_at
ARHGAP42	52529_at
ARHGAP42	54296_at
ARHGAP42	
SUMO2P19	
LINC01181	
IFITM3P7	
ESM1	
BNIP3P27	
EEF1A1P37	
VN1R78P	
BNIP3P9	
BNIP3P15	
DEPTOR	
DEPTOR	46859_at
CASC2	
CASC2	56670_at
LINCADL	
BNIP3P17	
LAMTOR3P2	
COQ10BP2	
PSD2-AS1	
BNIP3P13	
ZNF257	42008_r_at
ZNF257	
LINC01950	
CNKSR1	
LINC01332	
ARL4D	
PRELID3BP8	
AFM	
	42280_at
RGMB	
RGMB	48100_at
LINC01671	
CNTD1	
LINC00323	
LINC01873	
MIR3911	
ZNF492	
CFAP157	53684_at
CFAP157	
RARRES2P2	
MOB4P1	
DUX4L25	
LINC01163	
ACTBP4	
ANXA4	
LINC01170	
SEC63P2	
CABS1	
CUZD1	
NDUFS5P6	
MTND1P7	
HOXB9	
CCL28	52449_at
CCL28	44210_at
CCL28	
LINC00649	
LINC00649	51337_at
TTC16	
TMPRSS11B	
TRIM51BP	
BHLHE22-AS1	
PPIAP54	
ZNF624	
TOMM20P1	
PPIAP43	
UBXN2B	
TRIM64DP	
LINC01678	
KLHL26	49980_at
KLHL26	
LINC00319	
RANP3	
HMGN2P38	
ANKRD55	54595_at
ANKRD55	
BIRC3	
MTG2	
MTG2	51256_at
ST3GAL1P1	
LINC02493	
INSYN2A	
TOR2A	
SMR3B	
MIR99AHG	
CDC25B	
SLC35E1	
DUX4L23	
TMEM11-DT	
SLIRPP2	
CLRN3	
	59421_g_at
	59420_at
UBE2K	
SPNS3	
SAR1AP2	
RPL7P36	
AGGF1P2	
PTK2B	
WDR11	54685_at
WDR11	
WDR11	52739_at
TRPC7-AS1	
CTNNA1P1	
APOBEC3H	
SPATA9	
KLHL28	51949_at
KLHL28	51058_at
KLHL28	
BNIP3P28	
SH2D3C	51108_at
SH2D3C	
TMEM161A	43977_at
TMEM161A	
COX7B2	47631_at
SKAP1-AS2	
PLD4	
ZC3H12C	47845_at
ZC3H12C	41979_r_at
ZC3H12C	59365_at
ZC3H12C	
	44836_at
	46815_at
OR7H2P	
UGT2B11	
SEMA6A-AS1	
SEMA6A-AS1	42897_at
HOXB-AS2	
GUSBP9	
THBS4-AS1	
SHROOM3	58277_at
SHROOM3	
CRLF3	
PPIC-AS1	
UBP1	44135_at
UBP1	52601_s_at
UBP1	
NOX4	55457_at
NOX4	
TEX33	
LINC02590	
ACYP2	
SLC8A3	
VN1R71P	
POM121L14P	
	42216_at
PEX3	
MPST	
JUP	
SCD5	45316_at
SCD5	
TNMD	47490_at
TNMD	
	42492_at
	50561_at
DNAJB12P1	
LINC02475	
KLF3	46704_at
KLF3	46703_at
KLF3	
LINC02919	
WDPCP	
RPS18P9	
TSPAN6	
HSF2	
PRDX3	
	46223_at
RNU6-900P	
C22orf23	
BNIP3P25	
FRYL	
FAM110D	
TCF4-AS1	
MIR4529	
TCF4-AS2	
RPL21P126	
LINC01415	
ICMT	
PCAT18	
ARMC6	54966_at
ARMC6	
CDK9	
AQP4	
RRBP1P2	
RPL12P44	
POLR2F	
RPL21P135	
EXOSC1	56575_at
EXOSC1	
AZI2	
AZI2	44742_s_at
TINAG	
LINC02058	
CCT5P1	
RBX1P2	49029_at
MARCHF3	45920_at
MARCHF3	
TDGP1	
ALG10B	43539_r_at
ALG10B	43538_i_at
ALG10B	
PPIAP89	
RAD21P1	
LINC01648	
MIR3960	
MIR2861	
SPIN2P1	
RNU6-935P	
FSIP2LP	
SLC9A1	
RPL5P17	
FPGS	
DENND10P1	54018_r_at
DENND10P1	54016_s_at
OR4K16P	
PSD2	42984_at
PSD2	
OR4U1P	
OR4L1	
RNA5SP380	
COX14	44798_at
COX14	45249_at
SPRING1P2	
OR4T1P	
LINC01201	
PSMB7P1	
GTF2IP22	
OR11G1P	
OR11P1P	
ARHGAP36	49131_at
ARHGAP36	
OR11H5P	
OR11H6	
OR11H7	
TTC5	
TTC5	57384_r_at
HTR1E	
