hgnc_symbol	affy_hc_g110
KRTAP10-2	
BID	
B3GAT2	
C18orf21	
ZCRB1P1	
RHOG2P	
KRTAP10-3	
PABPN1P1	
KRTAP10-5	
INGX	
KRTAP10-6	
SOCS6P1	
KRTAP10-7	
CXCR3	
KRTAP10-8	
KRTAP10-10	
RPL36AP6	
KRTAP10-11	
KRTAP12-4	
KRTAP12-3	
KRTAP12-2	
DBIP1	
IMMTP1	
KRTAP12-1	
SAYSD1	
KRTAP12-6P	
KRTAP10-12	
DAPK1	
CLIC2	
DLK2	
ANKRD2	
KRTAP10-13P	
UBE2G2	
PCNA	1824_s_at
PCNA	1884_s_at
INSR	1572_s_at
INSR	
TWF1P2	
PHF10P1	
SRD5A2P1	
TMLHEP1	
IFITM8P	
MIR1184-2	
NOC4L	
MIR1184-3	
H2AB3	
TMLHE-AS1	
C8orf34	
ARIH1	
APBB1IP	
KCTD1	
TMLHE	
BLMH	394_at
BLMH	
MCRIP1	
CDC5L	1621_at
CDS2	
AMD1P2	
DPH3P2	
VAMP7	
LINC02664	
FGFBP3	
PTTG1IP	
CRISP2	
LINC02361	
GALNT9	
UBE2D3P1	
PROKR2	
SLC39A6	1798_at
SLC39A6	
RNA5-8SP7	
LINC00658	
LINC00967	
TIMP3	1035_g_at
TIMP3	1034_at
CA3	
ELOCP24	
TRPC6P1	
SLX9	
PLCB2	
PLCB2	210_at
WASIR1	
DDX11L16	
CRELD2	
REXO1L5P	
OPN1LW	
KDM4B	
NARS1P2	
IGHV3-64D	
NRBF2P1	
AIDAP3	
HNF4G	
IGHVII-30-21	
RPL23AP77	
PEBP1P1	
ZBTB14	
SHLD2P2	
TEX28P2	
GRAPLDR	
LINC00163	
OPN1MW	
LINC00165	
PICSAR	
ZNF830	
SNX5	
SSR4P1	
LINC00334	
NSRP1	
POFUT2	
LGMN	317_at
LGMN	
PPP1R27	
ZNF451-AS1	
TEX28P1	
JMY	
LINC01109	
TDGF1P5	
BPNT2	
TEX28P3	
LINC01879	
NPM1P2	
TKTL1	
GALR1	
LAP3P1	
PKHD1	
RPS27AP9	
SETP21	
REXO1L11P	
HIGD1AP18	
GDNF	
LINC02849	
LINC01901	
RBIS	
ZNF521	
RPS2P25	
RPL17P22	
GLRX	
UGGT2	
LINC02974	
SCML2P1	
PA2G4P3	
AKR1B10P2	
IMPACT	
SERINC5	
SNORA70	
FAM50A	
CELF5	
IL6STP1	
SMURF2P1	
COMMD7	
NPM1P6	
LINC02605	
PARVB	
LINC00315	
LINC00316	
PCBP3-AS1	
STAU2	
PAK5	
PCBP3	
LINC02856	
SDHCP1	
CBLN2	
MIR6858	
PLXNA3	
GNRH2	
MTND5P21	
NIPBL	
CBX3P8	
ZNF407-AS1	
PIGG	
TRIM51DP	
SNORD3B-1	
OR4C1P	
HNRNPA3P9	
OR5D15P	
LINC02740	
OR4F4	
ITGA11	
OR4G2P	
VAV1	1919_at
VAV1	
TEFM	
PPP1R13B-DT	
C13orf42	
OR4G6P	
FAM138E	
LINC01905	
CCNK	
BANF2	
MIR1302-10	
WASH3P	
NBEA	
TNRC6A	
BDNF-AS	
TMEM132E-DT	
GCNT1P4	
CTSZ	
GID4	
LGSN	
ZNF516-DT	
KRT8P5	
LINC01927	
LINC02540	
LINC01893	
UBL4A	923_at
MIR6859-3	
LINC01898	
DDX11L9	
CLBA1	
TTC19	
LINC02582	
SLC29A1	
SETDB2	
LINC01539	
YME1L1P1	
ARHGAP42P3	
SLC10A3	
TXNDC8	
SNRPGP14	
PI4KAP2	
PHF11	
RN7SL697P	
FAM223A	
ATF4P2	
FMN2P1	
RPL7P58	
HMGA1P1	
RNU1-142P	
HACD3	
SETD3	
ZNF711	
MCTS1	
NSA2P7	
HMGN2P32	
TSTD2	
TMPRSS2	
MBP	
TBC1D29P	
BMI1P1	
RAB9B	
C1GALT1C1	
RNA5SP511	
H2BP9	
ELF2P1	
TMSB15B	
H3P46	
GLRX5P1	
CT47B1	
CT47A6	
BRINP1	
CT47A4	
RNU2-52P	
SLC5A11	
TOP1	1710_s_at
TOP1	1030_s_at
SLC25A53P1	
DPPA3P1	
H2BW3P	
LIMK2P1	
CT47A1	
RN7SKP221	
ZC3H7B	
AP2B1	
MSL3	
RCBTB1	
LINC02118	
LINC02106	
CKMT2	
LINC02317	
GLRXP2	
AHNAK2	
SKA3	
RPS15AP27	
TEF	
NCBP1	
PLCG1-AS1	
ADGRE4P	
MIR6871	
CINP	
RPL23AP81	
RN7SL615P	
RPL7AP12	
RPS4XP2	
PRNP	
RNU6-495P	
TOB2	
ERVH-1	
MRPL57	
PHF5A	
LINC01413	
ENPP7P9	
PRND	
PLCB2-AS1	
FTLP5	
REC114	
LINC01046	
PRNT	
ZFR2	
GRK6P1	
GAPDHP52	
RNA5SP25	
LINC00504	
ZDHHC20-IT1	
H2BP6	
MICU2	
IDI1P3	
RASSF2	
ABCA11P	
CTDNEP1	
NPTN-IT1	
POLR3H	
TTC7B	
GRPEL1	
LINC02205	
CARS1P1	
TBC1D21	
SLC2A9	
FNTAP2	
RNU6-59P	
RPS7P10	
FGF9	1616_at
RN7SL766P	
LINC00424	
NFS1	
ESRRAP2	
MX1	
ADGRE1	
ALG5	
GDNF-AS1	
LINC00587	
MTND2P11	
LINC02893	
NPTN	
H3P17	
EEF1A1P19	1288_s_at
ANXA1	
OSMR	
OSMR	1648_at
OR4A19P	
PHKG1P3	
ARHGAP17	
CSDC2	
OR5L2	
DHX15	
PMM1	
OR4F1P	
SDHAF4	
FOLH1	1740_g_at
FOLH1	1739_at
FOLH1	1655_s_at
FOLH1	
RPL13AP3	
IL7	
IL7	1159_at
GPR68	166_at
MLIP	
ZNF516	
EXOSC8	
OR7E105P	
IGHV5-10-1	
LINC02312	
DEGS2	
HNRNPA1P11	
CDC42P6	
CHST9	
DESI1	
KCNK13	
ZNF595	
MPI	
MX2	
MX2	879_at
LINC02984	
ELP5	
IGHV3-32	
HEY1	
SPATA31A6	
KRT18P8	
TDP1	
LINC01492	
SHLD3	
ZNF397	
YBX1P6	
DCAF13P2	
GCNT1	
XRCC6	
ATG10	
CPZ	
DNAJA1	276_at
DNAJA1	
ROMO1	
LCA5L	
LINC01900	
LINC00668	
DAPK1-IT1	
RPS27AP15	
PCSK5	
MFSD4BP1	
RBM39	
RASGRF2	
EIF4A3P1	
TMEM241	
OR7E83P	
STK32B	
RPS16P5	
BTBD9-AS1	
TRAM2-AS1	
PKIA-AS1	
ZNF77	
LINC00400	
ENOX1	
RPL31P40	
GNA11	564_at
GNA11	
SLC35B2	
RSU1P1	
CALB1	
PLD5P1	
ZNF25	
RPL36P19	
ENOX1-AS2	
ENOX1-AS1	
LINC02650	
CCDC122	
LINC01375	
DBF4P1	
RPL17P34	
ATP5PF	
DYDC2	
CLDN7	
LACC1	
BTBD2	
RPS6P7	
DGKZP1	
C9orf57	
LINC01182	
MIR8075	
LDHBP1	
LAMP1	
CYB5R4	
RNPS1P1	
MARCHF5	
MSX1	215_g_at
MSX1	214_at
MTND2P31	
LINC01396	
C1QTNF7-AS1	
NECAB1	
RPS21P4	
RPA2P2	
LINC02438	
GRTP1	
SMARCE1P7	
CYTL1	
IPMK	
SLC2A4	
TLE1	
DUXAP4	
ZNF25-DT	
CHUK	
TRMT44	
THEG	
CCT6B	
GUSBP8	
VCAN-AS1	
WWP1-AS1	
SGTB	
GRTP1-AS1	
REXO1L8P	
HNRNPA1P4	
DCUN1D2	
EVL	
LINC01526	
SLC2A13P1	
ME1	837_s_at
REXO1L1P	
ACTBP6	
GEM	
HNRNPKP5	
MTND5P10	
GOLPH3	
BOLA3P2	
FEM1B	
TBC1D14	
LINC01029	
SVIP	
MATK	
DCUN1D2-AS	
RNU1-16P	
TMCO3	
PSME2P1	1184_at
ANKRD34B	
PRPF19P1	
OR4C10P	
MAT1A	
ELP2	
ZBTB10	
OR4A44P	
OR4A40P	
YBX2	
DNAJC24	
SNU13	
PSMC1P5	688_at
RAI14-DT	
PRIM2	
PRIM2	122_at
ACTBL2	
ATG10-IT1	
PML	
PML	567_s_at
PML	566_at
NUDT12	
SFRP5	
MYO5BP3	
ASB6	
OR10AF1P	
CPEB3	
RNU6-476P	
C22orf46	
TFDP1	
TFDP1	1670_at
LDHC	
GPBP1	
HMGN2P10	
MMP16	1509_at
MMP16	1510_g_at
MMP16	
RNU6ATAC22P	
RN7SL162P	
HSCB	
EIF5A	
DPP3P2	
CDRT15P5	
GAS1	661_at
PBX3-DT	
TLK2P1	
RPLP1P10	
BEND3P1	
KRT18P36	
RHBDL3	
FGD3	
EXOC6	
SPDEF	
ADPRHL1	
CHEK2	
TPM3P3	
TRMT112P7	
PSKH2	
POU3F2	
FRMPD4-AS1	
RPL17P49	
RN7SKP290	
PSMA6P2	
SNRPCP13	
MRPL35P4	
TLR7	
ADCY10P1	
DRD5	
PRDM14	
TLR8-AS1	
ZC3H13	
RBM22P6	
XAGE1A	
TREML5P	
MRAP2	
LDB2	
N4BP2L2-IT2	1528_at
NEK5	
ZNF451	
FABP5	
RBM22P7	
SSXP4	
SSXP1	
PRPSAP2	
MCM3AP-AS1	
SSX7	
IGHV4-31	
RPL10L	
LINC00226	
RNA5SP504	
SSXP5	126_s_at
S100A11P10	
S100A11P8	
	126_s_at
SPANXN5	
ACTR10	
E2F5-DT	
EIF4A2P4	
SSX8P	
SSX8P	126_s_at
REXO1L6P	
GPS2	
PPIHP2	
QTRT1P1	
RNU1-57P	
RN7SL93P	
XACT	
MIR766	
CBX1P4	
LINC02986	
MIR4768	
NHS-AS1	
CHP1P3	
SCML1	
XPO4	
LINC01111	
LINC00402	
LINC01058	
RPS15AP25	
BICC1	
LINC00426	
HAUS1P3	
RFK	
LINC00544	
LINC02144	
LINC00463	
LINC01948	
RPL7AP50	
CHST3	
MARVELD1	
FAM136GP	
F8A3	
PABPC1L2B	
RHOXF2B	
DMAC1	
METTL21EP	
MSH3	1719_at
MSH3	
LINC00462	
LINC00404	
PPIAP13	
RPL7P37	
RBMXL3	
PHB1P9	
NHP2P1	
SSX2B	
SSX2B	126_s_at
TLK2P2	
INVS	
LINC01514	
ACP1	
MYCBP2	
ECM1P2	
ALG1L7P	
OR5D14	
MYO1F	
CYP2C23P	
OR4A41P	
OR4A48P	
LINC01592	
RSU1P2	
OR4A21P	
OR4C2P	
MRPL35P2	
RPS2P36	
SCD	
HLCS	
GSKIP	
SLIT2-IT1	
KCNIP4-IT1	
LGR4	
HSP90AB2P	
CA3-AS1	
ADARB1	
LINC02659	
ADGRA3	
CIBAR1-DT	
TPM4P1	
RPL17P35	
HOGA1	
FOXN3-AS2	
LANCL3	
LINC02155	
PDP1	
LINC02311	
RCAN2-DT	
NDUFA5P9	
FAM236A	
LINC00680	
C10orf62	
HSFX4	
MTMR6	
ZNF275	
JCHAINP1	
BTRC	
TRPA1	
ZNF157	
KTN1	
RPS10	
MAGED1	
CACNA1C-IT1	
OR4A1P	
CACNA1C-AS4	
OR9M1P	
MRPL3P1	
LINC00421	
PARP4P2	
CCNQP3	
SLC25A15P2	
CYCSP32	
MRPS31P2	
ESRRAP1	1487_at
LINC00350	
KDM5A	1785_at
KDM5A	
GOLM2P1	
MPHOSPH8	
CACNA1C-IT3	
CACNA1C-AS3	
THEM7P	
CACNA1C-AS2	
CACNA1C-AS1	
NEURL4	
OR4A7P	
OR4A6P	
ITFG2-AS1	
OR4A18P	
ZYG11AP1	
TYRL	
SMC2	
LINC02707	
OR5D13	
PSPC1-AS2	
OR9Q1	
PSPC1	
TRIM51HP	
RN7SL166P	
ST6GALNAC4P1	
WDFY2	
OR4C16	
LINC02472	
GUSBP4	
OR5B10P	
NPM1P38	
OR4R3P	
ENPP7P11	
OR4C9P	
OR5D17P	
GPR78	
MSC-AS1	
MORF4L1P3	
PRDM1	
KRT18P14	
PTGDR2	
TRIM44	
TMEM259	
RPL26P35	
DHRS12	
OSBP	
CDH17	
CD226	
MIR4789	
RNU6-1233P	
RFPL4AP3	
OR7E84P	
OR7E86P	
C4orf19	
FABP5P2	
LINC00395	
DNTT	
OR7E156P	
LINC02339	
RAC1P8	
LINC00358	
EXOC1	
LINC01075	
LINC01074	
LINC00459	
RPL32P28	
SQSTM1P1	
LINC00448	
LINC00376	
RNU6-81P	
PPP1R2P10	
OR4S1	
LINC00355	
OR10W1	
OR7E104P	
OR10AK1P	
OR5B17	
NFYAP1	
LGMNP1	
STARP1	
HNRNPA3P5	
FADS2B	
LINC01052	
RNF125	
MIR548X2	
MIR4704	
TRIM60P19	
RAB5CP2	
SPZ1	
OR4A5	
LMO7	
TLE2	
POLR3DP1	
MAPKAPK5P1	
MTND5P17	
CD180	
EMX2OS	
IQCH	
RPL7P24	
FTH1	
SLC39A12-AS1	
ARL2BPP1	
NUDT3	
SNRPGP6	
IL7R	
IL7R	1370_at
NAALAD2	
PIGN	
RUNX2-AS1	
PAQR8	
FAM171A1	
LIG3	1188_g_at
LIG3	1187_at
LIG3	
GLYATL3	
CD109	
OR1L4	
C12orf4	
AQP7P2	
FXNP2	
REXO1L4P	
MSANTD3-TMEFF1	
MRPS16P1	
ZNF33A	
NSMAF	
COX7C	
SUSD3	
CEP162	
LINC02061	
HSPD1P11	
LINC02059	
INCENP	
RGS7BP	
PUDP	
KCNE1	
PPIAP79	
RASGRF2-AS1	
LINC00604	
PDZPH1P	
RPF2P1	
NALF2	
DEPP1	
COMT	
CPNE1	
COL6A1	
TBC1D19	
TEX13A	
MTCO1P22	
MTND5P42	
MORN4	
C1GALT1P2	
SLF1	
UBAC1	
PNMA6A	
COL4A5	
SALRNA3	
RPL29P30	
COX5A	
YWHAZP5	
CHORDC1	
GSTO1	
GSTO1	824_at
SLC6A12-AS1	
CDC14B	
LINC02972	
SLC2A3	
COMMD4P2	
ACAP1	
HMGB3P16	
CCNO	
MRPL54	
NAV2-AS1	
PRLR	
PRLR	1078_at
PRLR	1079_g_at
RPL12P31	
MTDH	
FRAT1	
DOHH	
PRR5L	
LINC02647	
LINC01611	
MTND4P18	
BLOC1S2	
SPATS1	
OLIG2	
OLIG2	841_at
UBL5P2	
NLK	
LINC00945	
ZNF558	
OLIG1	
PSMA2P2	
KCNA5	
LINC01548	
CCDC77	
USF1P1	
KCTD11	
TFF3	
RUNX1T1	
IFITM3P3	
TMEM95	
KIF6	
POTED	
MIR4761	
ARVCF	
TOMM22P5	
RPS19P7	
UBTD1	
COMTD1	
COMMD9	
ALKAL2	
ADAMTS10	
UMODL1	
AVPI1	
TUBAP2	
SCGB1D2	
RPL13P4	
RRP12	
LINC02513	
LHX3	
ALDH1A2	
LINC02750	
PPARGC1A	
ZFP91	
PACSIN1	
GRB7	
GRB7	1680_at
OR7E149P	
GABARAPL1-AS1	
OR7E140P	
A2ML1-AS1	
NR6A1	
TANGO2	
OR4A8	
CIR1P3	
GLYAT	
RAB33A	1201_at
RAB33A	1202_g_at
DDX12P	
ZNF280C	
MYDGF	
MMADHCP2	
SRSF3	351_f_at
SRSF3	
PCNAP4	
LINC00294	
TRIM48	
SLC6A13	
CCDC179	
ZSWIM4	
OR10V3P	
PRMT3	
MUC16	
FILIP1	
RN7SL619P	
AIFM1	
MIR23AHG	
LINC01865	
RPS2P52	
LINC01304	
GPR63	
MIR24-2	
MIR27A	
MIR23A	
NANOS3	
RPL35P3	
RPL35P2	
PRDX2P4	
NPM1P37	
TREM1	
MIR181C	
OR1M4P	
MIR181D	
BRME1	
PDE4A	
PDE4A	666_at
MFAP5	
CYP39A1	
NEO1	
RPSAP9	
STOM	
RCAN1	
CC2D1A	
LINC01250	
SLC17A6-DT	
LINC02105	
TMEM18-DT	
OR5W1P	
HARBI1	
LINC01875	
MTCO3P44	
OR10Q2P	
OR5I1	
OR5W2	
LINC02270	
CRLF3P2	
SUMO2P8	
LCAL1	
TTC17	
MIR7515HG	
HMGB1P20	
MTCO3P22	
ISCA1P1	
CAMK4	
CAMK4	1421_at
CAMK4	1422_g_at
SYK	548_s_at
SYK	
SLIT2	
LMO7DN	
LMO7DN-IT1	
LINC00561	
LINC01034	
TPTE2	
RPL23AP39	
USP25	
TRAPPC12-AS1	
CHL1-AS1	
LINC01939	
EIF4A1P7	
SLC46A3	
ALLC	
WNT7A	1887_g_at
WNT7A	1886_at
WNT7A	
PODNL1	
CDC37	505_at
CDC37	
RNU6-53P	
CYP51A1P2	
POM121L13P	
POMP	
LINC01247	
GGCTP1	
EGFLAM-AS1	
SLC24A3	
ASRGL1	
HMGN1P14	
TNFSF11	
SELENOP	
SLC24A3-AS1	
CHL1	
MAFB	
MIR185	
RNA5SP484	
LINC01515	
ADI1P1	
LPIN3	
DCAF15	
ZNF823	
MIR3618	
MIR1306	
TRMT2A	
ZNF440	
HSP90AA2P	
TPP2	
EIF4A2P3	
CSTF2T	
CYP2C61P	
RFX1	
PCGF5	
CLEC4E	
ZNF441	
LINC01248	
ELP4	
SPIN1	
PTCSC3	
TMSB4XP2	
RPL30P3	
EFCAB11	
PSMC2P2	
ZNF833P	
POP1	
COLEC11	
HNRNPA1P10	
ITGB1P1	
ARHGAP19	
CHD6	
SECISBP2	
HSPE1P12	
DDX39A	149_at
DDX39A	
ATP7B	
GAPDHP31	
RIMKLB	
RLN3	
IL27RA	
PPIAP11	
NAIPP3	
MTND4P35	
A2MP1	
LNCBRM	
ATAD1	
STAU2-AS1	
PALM3	
ERICH5	
ETV6	1638_at
ETV6	
NDUFS4	
TRIM60P15	
C4orf46P3	
RIN3	
IRF5P1	
EEF1DP1	
MISP3	
RPS23P1	
KRT8P3	
CFL1P1	
MIR6816	
C8orf34-AS1	
RPL12P11	
RNU6-1018P	
RANBP1	
KRTAP8-2P	
KRTAP8-3P	
MIR1199	
KRTAP8-1	
RN7SL78P	
LINC02617	
C19orf67	
KLLN	
CLEC1A	
SLPI	
PTEN	1434_at
KRTAP7-1	
KRTAP11-1	
HMG20A	
RPL11P3	
KRTAP19-8	
RACK1P1	
MED6P1	
UBE3AP2	
TIAM1-AS1	
MRPS28	
FBXW11P1	
SOD1-DT	
NAIPP2	
DPCD	
KRT8P31	
SOD1	
WFDC2	
LDHBP3	
STARD4	
DCAF4L2	
CYP4F10P	
PRKACA	438_at
PRKACA	569_g_at
PRKACA	
PRKACA	568_at
SLCO5A1	
A2ML1-AS2	
CLEC9A	
OR7A1P	
HMGN1P2	
DOP1B	
RPL5P2	
ADGRE5	
SPINT3	
ADAMTSL2	
WFDC6	
NANOGP1	
IGHVII-28-1	
TRAJ46	
COX5AP2	
EPPIN-WFDC6	
GNPNAT1	
LINC02973	
LINC00298	
RNASEH1	
HSPD1P21	
EPPIN	
POLL	
CIAO2AP1	
SNORA77B	
ZDHHC8	
RPL31P20	
LMCD1-AS1	
ASF1B	
RNA5SP485	
HNRNPA1P3	
WFDC3	
RNU6-458P	
DYNC1LI1	
RNU6-1239P	
RNU1-27P	
RN7SL660P	
RNU6-8	
LINC02601	
RNU6-602P	
RNA5SP502	
MIR548Y	
RNU6-455P	
SHISA5P1	
RN7SL15P	
MIR4307	
GEMIN7P1	
MIR3171	
CASK-AS1	
RNU6-1261P	
RNA5SP385	
RNU6-1321P	
YWHAZP10	
RNU6-7	
RN7SL144P	
RNU6-301P	
GPR82	
MIR5580	
RN7SKP21	
RPL6P23	
MIR4708	
RN7SL598P	
RN7SKP99	
ADGRL1-AS1	
MIR5586	
RPS15AP39	
RNU2-14P	
RNU6-297P	
RNU6-202P	
TGS1	
SNORD56B	
RN7SL683P	
FABP5P15	
RNU1-28P	
RNU6-854P	
RNU6-552P	
ADGRL1	
RN7SL460P	
COX7B	
MIR625	
RNU6-976P	
RNU6ATAC28P	
MIR4709	
RNU7-30P	
SNORA11B	
RN7SKP107	
RPL5P14	
RN7SKP255	
LINC02148	
RNU6-835P	
SCARNA13	
LINC02218	
RN7SL523P	
MIR6764	891_at
RN7SL714P	
LINC01874	
SALL4P1	
RNU6-684P	
RNU2-33P	
MIR345	
LINC02115	
RNU6-91P	
MIR151B	
MIR342	
RNU7-51P	
GAPDHP48	
TRAJ44	
TRAJ43	
TRAJ42	
SSX9P	
TRAJ41	
H3P24	
LINC02235	
LINC02215	
TMEM18	
TRAJ40	
SSXP9	
PCSK1	
TRAJ39	
S100A11P9	
SSX3	
TRAJ37	
TRAJ36	
TRAJ35	
TRAJ34	
TRAJ33	
ZNF706	
TRAJ32	
TRAJ31	
TRAJ30	
TRAJ29	
FAM157B	
TRAJ28	
TRAJ27	
CCDC188	
TRAJ26	
TRAJ25	
TRAJ24	
TRAJ23	
TRAJ22	
TRAJ21	
TRAJ20	
KRT18P62	
TRAJ19	
TRAJ18	
TRAJ17	
HIRA	
TRAJ16	
RPL32P22	
TRAJ14	
IFNA10	1580_f_at
IFNA10	427_f_at
TRAJ13	
LINC01243	
TRAJ12	
TRAJ11	
COL27A1	
TRAJ10	
ZNF887P	
TRAJ9	
TRAJ8	
TRAJ7	
SSX4	126_s_at
SPINT5P	
RPL23AP2	
RNU6ATAC38P	
TRAJ6	
DNTTIP1	
TRAJ5	
TRAJ4	
ZNF491	
RPS7	
SRSF9P1	
TRAJ3	
TRAJ2	
ERVH48-1	
TRAJ1	
TRAC	432_s_at
TRAC	1106_s_at
TRAC	433_at
LINC02332	
LIPI	
DAD1	
ABTB2	
SYDE1	
KRTAP10-9	
PRMT2	
LINC02922	
MESTP4	
REXO1L3P	
AARS2	
XPC-AS1	
OXA1L-DT	
YWHAZ	1235_at
YWHAZ	
FTSJ1	
OR6E1P	
RPSAP32	
OXA1L	
GDF3	
RPL29P11	
SEC13P1	
HSPD1P6	
IGBP1P3	
C3orf20	
GABARAPL1	
CCDC105	
RN7SL231P	
FAM172A	
LINC01499	
ADGRE2	
GAPDHP63	
TPI1P3	
LAMA4-AS1	
LINC02733	
EEF1DP8	
BRD7P4	
OR10V1	
TXNP7	
LINC01493	
MCHR2-AS1	
PORCN-DT	
EBP	
ARHGAP1	553_g_at
ARHGAP1	552_at
ARHGAP1	
MSGN1	
UBE2C	1651_at
UBE2C	
SGPP1	
MOCOS	
CD24	266_s_at
CD24	
RPL21P91	
NPM1P31	
SPCS2P2	
RPS6P15	
CHUK-DT	
EIF2S2P1	
FAM204A	
RNU7-116P	
RPS28P1	
SMC6	
KLRC4-KLRK1	
EEF1GP6	
CASC6	
GAPDHP41	
LRP10	
EIF4EBP2P3	
RPSAP44	
RBMX2P5	
RNU6-800P	
LINC01846	
TUBB3P1	
ASB9	
DMGDH	
LINC01899	
CEP85L	
LINC02864	
HNRNPA1P5	
ANP32A	
DGCR8	
NETO1	
REM2	
FECHP1	
PDCD6IP-DT	
DELEC1	
ASB11	
DEPDC7	
ZCWPW2	
RBM23	
RPL35	
LINC02498	
PABPC1P1	
FAM53B-AS1	
MTCO3P27	
EVA1CP1	
FBXW4	
TNNC2	
STK33P1	
NUTF2P3	
RBMXP2	
LINC01239	
RPS3AP17	
CHRNA9	
BRD3	
CHL1-AS2	
LINC00907	
ATP2B2-IT1	
RPL21P17	
SLC6A11	
PTP4A1P4	
LINC02101	
RN7SL168P	
UFD1-AS1	
ZSWIM1	
UFD1	811_at
UFD1	
LINC01957	
SNAP23P1	
CSE1L-DT	
NREP-AS1	
CSE1L	
CMYA5	
PATL1	
HOPX	
PIGA	221_s_at
PIGA	
LBX1-AS1	
ZRANB1	
NEPNP	
SMARCE1P2	
MYO1D-DT	
GUSBP15	
CNDP2	
MTATP6P2	
LINC00222	
ZP3P1	
NEUROD2	
SERBP1P6	
TRPC6P6	
TCN1	
GOLGA7B	
PLPP1	
CNTN4-AS2	
MTND4LP9	
ARPP21-AS1	
TUBBP5	
TMEM98	
GRM7-AS1	
PHB2P1	
DNMBP-AS1	
KLRD1	
LINC01967	
ENPP5	
WRN	
RPS8P6	
SUSD5	
TMEFF1	
TIMM9P1	
PDCD11	
MCHR2	
PDE3B	746_at
PDE3B	
ALG11	
LINC01981	
CYP1A2	1080_s_at
RPL24P7	
BDH2P1	
RGMB-AS1	
LCA5	
LINC02117	
MRPS31P5	
ATG12	
TMEM245	
SLC27A2	
VEGFD	1958_at
SEL1L3	
NUP58	
STAU1	
CLCN4	
ZNF385D	
GAPDHP42	
ERG	914_g_at
ERG	2046_at
ERG	913_at
ERG	
HSP90AB1	1161_at
KLF4	
EIPR1-IT1	
LINC01115	
MAGOHB	
RMEL3	
LINC01811	
SH3YL1	
LINC02060	
RPL30	
PRRX2	
CDC45	
LINC02113	
N4BP2L2	
N4BP2L2	1528_at
N4BP2L2	1532_g_at
NDUFAF4P1	
IREB2	
LSP1P3	
TCP11L1	
GUSBP7	
DDX55P1	
LINC02367	
ISCA1	
TEX43	
OR7E148P	
SUPT16HP1	
PLBD1-AS1	
PNPT1P1	
RAD18	
CDC6	1536_at
CDC6	
EEF1A1P20	
B3GNTL1P1	
PSMC1P4	
FOXE1	
SLC7A13	
HMGN1P13	
ZNF518B	
NIFKP3	
MED27	
KLRB1	
LINC02930	
ADGRV1	
GIPC1	
CA13	
PNLIPRP3	
ZNF732	
GAD3P	
MTND4P9	
ACTG1P10	
MIR6895	
MIR6894	
KDM5C-IT1	
OLR1	
ELOCP33	
RPSAP62	
MPV17L2P1	
MIR6857	
LNMICC	
LINC01910	
RIBC1	
ZNF721	
PRELID1P1	
ZNF24TR	
HMGN2P34	
GOLGA7B-DT	
RPS4XP10	
EIF3A	
MYL12AP1	
LINC02718	
RPSAP47	
CYP2AC1P	
PSMD3	
HMGB3P18	
LARP7P3	
LIN28B-AS1	
LINC01477	
FSBP	
MS4A3	
RPL12P40	
DHFRP5	
MFSD4B	
CNDP1	
MORF4L2P1	
DUXAP2	
ITGA9	
ITGA9	1508_at
TIPINP1	
TMEM64	
VTRNA3-1P	
EEDP1	
RPS17P17	
SOX3	
DUSP9	
DUSP9	1443_at
COMMD8	
C15orf61	
ARPC5L	
C1QTNF9	
PPCDC	
RPL18AP16	
RN7SL687P	
KRTAP10-4	
TSPYL4	
PNCK	
TRPM2	
REXO1L12P	
ARPC3P1	
LRRC63	
LINC02839	
LMX1B-DT	
OR7E85P	
SLCO4A1	
LINC02505	
GFRAL	
NIPAL2	
BNIP3P41	
PLIN2	
OR7C2	
SLAIN2	
CYP4F2	1305_s_at
CYP4F2	1350_at
CYP4F2	
CLEC4D	
PCDH20	
SOCS5P5	
LRRC1	
SAP18	
NPM1P43	
PRMT5-AS1	
PRMT5	
OR10Y1P	
LINC03031	
ZNF141	
RPL7P40	
LINC02755	
IKZF3	
DNM1P33	
SLCO4A1-AS2	
HCN4	
YBX3	
RPL17P45	
SLCO4A1-AS1	
RPS29P2	
ZFP91-CNTF	
TFAP2B	
CA2	
LINC00686	
PRECSIT	
ZSCAN30	
NTSR1	
LINC00390	
RPL7AP56	
ANP32BP1	
RPL7AP79	
CPB2-AS1	
MRGBP	
CBX3P9	
ADGRE3	
FAM86EP	
NACC2	
LINC02518	
AHNAK	
COL19A1	
EDC3	
BRCA2	1989_at
BRCA2	1990_g_at
BRCA2	1503_at
BRCA2	
OGFR	
LINC01916	
TWSG1	
RXRA	
RXRA	405_at
VN1R20P	
THRB-IT1	
IRX1P1	
THNSL1	
SDAD1P3	
ANKRD20A10P	
FGD5P1	
ATP12A	
LINC01249	
SRGAP3-AS3	
UQCRB-AS1	
OCIAD2	
LINC02011	
LINC02906	
ZNF236-DT	
RHOBTB1	
LINC01922	
EFHB	
HS1BP3-IT1	
LRATD1	
DOK6	
COL9A3	
LRRC4C	
RNY1P7	
RPL26P34	
RNF17	
RERG-AS1	
CDKN2AIPNLP2	
BEST1	
RPS3AP43	
KIAA1328	
SKP1P2	
ASAP2	
LINC00895	
LYZL1	
SEPTIN5	
CTDSPL2-DT	
PTPRO	1190_at
PTPRO	
PTGES3P5	
TMPPE	
ARMH3	
LINC01241	
MAP2K5	513_at
